Freq,GD,IL/Gain,Phase,PDL,PMD,Freq,CD
196075.422562322,6.31250743210029,-5.51465401363018,3815085.27899196,0,0,196075.101961291,-83.5347644230637
196074.781361309,5.89483360998497,-4.82042898996236,3834840.01541103,0,0,196074.460762375,-104.054475312762
196074.140164489,5.37456123342116,-4.20512752369837,3854594.62073824,0,0,196073.819567652,-122.504765733441
196073.498971864,4.76203740475395,-3.66437209737267,3874349.09458237,0,0,196073.178377123,-137.726711881498
196072.857783432,4.07340384534646,-3.19352477444772,3894103.4366056,0,0,196072.537190788,-148.808130413499
196072.216599193,3.32936319327897,-2.78767338618454,3913857.6465443,0,0,196071.896008646,-155.097436772627
196071.575419148,2.55387600941583,-2.44162616716015,3933611.72422483,0,0,196071.254830698,-156.250307085321
196070.934243296,1.77262447398923,-2.14993810748427,3953365.66957353,0,0,196070.613656943,-152.27475439728
196070.293071638,1.01125070200283,-1.90698651003217,3973119.48262016,0,0,196069.972487382,-143.552258977957
196069.651904173,0.293489407113043,-1.70708991468334,3992873.16349389,0,0,196069.331322013,-130.823616363148
196069.010740902,-0.360628674702696,-1.54464938471842,4012626.71241208,0,0,196068.690160839,-115.109053130033
196068.369581824,-0.936173940352859,-1.4142905629323,4032380.1296625,0,0,196068.049003857,-97.5782638291719
196067.728426939,-1.42406525949872,-1.31098941480812,4052133.41558127,0,0,196067.407851069,-79.3927325644745
196067.087276247,-1.82102892232109,-1.23017017708738,4071886.57052938,0,0,196066.766702474,-61.5695493511964
196066.446129748,-2.12887666907707,-1.16776488748161,4091639.59487078,0,0,196066.125558072,-44.8845020826354
196065.804987443,-2.35329917949025,-1.12023762589024,4111392.48895428,0,0,196065.484417863,-29.833599305914
196065.163849331,-2.50246717601982,-1.08457368085912,4131145.25310078,0,0,196064.843281847,-16.6455916170435
196064.522715412,-2.58569513410504,-1.05824638391335,4150897.88759595,0,0,196064.202150024,-5.33688235479985
196063.881585685,-2.61237954587904,-1.03917064786354,4170650.39268776,0,0,196063.561022395,4.20833780570433
196063.240460152,-2.59133785685052,-1.02565066597196,4190402.7685875,0,0,196062.919898958,12.1532353176121
196062.599338812,-2.53057168026245,-1.01632666483454,4210155.01547257,0,0,196062.278779714,18.6398422677598
196061.958221664,-2.43737246892366,-1.01012136401308,4229907.13348958,0,0,196061.637664663,23.7460459631905
196061.31710871,-2.3186422391077,-1.00618976294765,4249659.12275653,0,0,196060.996553804,27.473612755233
196060.675999948,-2.18127417533154,-1.00387359064427,4269410.98336364,0,0,196060.355447139,29.7606109977778
