Freq,GD,IL/Gain,Phase,PDL,PMD,Freq,CD
196714.211586614,-12.1671606131556,-1.13411958678321,0,0,0,196713.566200898,0.932796872041308
196712.920819417,-12.1578326444352,-1.13464504057377,2313.13228502016,0,0,196712.275442171,-0.495999724705598
196711.630069159,-12.1627926416822,-1.1352233656439,4626.23423208413,0,0,196710.984700382,-1.64056332783957
196710.33933584,-12.1791982749606,-1.13562918189922,6939.30573744029,0,0,196709.693975532,8.17651538715154
196709.048619459,-12.0974331210891,-1.13567477948533,9252.34715335075,0,0,196708.40326762,1.12730889235308
196707.757920016,-12.0861600321656,-1.13651698746945,11565.3585926392,0,0,196707.112576646,5.64807609360969
196706.46723751,-12.0296792712295,-1.13799385519115,13878.3399533701,0,0,196705.821902609,15.0410540820872
196705.176571942,-11.8792687304086,-1.13830410330439,16191.2918003007,0,0,196704.53124551,17.2352061758602
196703.885923311,-11.70691666865,-1.13779936710552,18504.214603829,0,0,196703.240605347,14.2325265063391
196702.595291617,-11.5645914035866,-1.13893702535687,20817.1083317353,0,0,196701.949982121,15.2766901717541
196701.304676858,-11.4118245018691,-1.14116550001219,23129.9729051737,0,0,196700.65937583,21.6962221867902
196700.014079036,-11.1948622800012,-1.14222058311512,25442.8086273283,0,0,196699.368786476,24.451956671578
196698.72349815,-10.9503427132854,-1.14357317281451,27755.6158707665,0,0,196698.078214057,22.4374130264209
196697.432934199,-10.7259685830212,-1.1461450646779,30068.3946660876,0,0,196696.787658574,22.8293380597052
196696.142387182,-10.4976752024241,-1.14949079889488,32381.1449480521,0,0,196695.497120025,32.2816730999534
196694.851857101,-10.1748584714246,-1.15494087437584,34693.867116327,0,0,196694.20659841,47.9135195687036
196693.561343953,-9.69572327573758,-1.16369043851458,37006.5621884307,0,0,196692.91609373,45.2696317945652
196692.27084774,-9.24302695779193,-1.17569193596412,39319.230691435,0,0,196691.625605984,45.3226758477172
196690.98036846,-8.78980019931475,-1.19522643345934,41631.8725208008,0,0,196690.335135171,51.8694318722396
196689.689906114,-8.27110588059236,-1.22562066515918,43944.4879445923,0,0,196689.044681291,62.1346132553526
196688.399460701,-7.64975974803883,-1.27247272106314,46257.0776448683,0,0,196687.754244344,74.4299591434469
196687.10903222,-6.90546015660436,-1.34332444677731,48569.6425367089,0,0,196686.463824329,80.4081209613969
196685.818620672,-6.10137894699039,-1.44028824748083,50882.1833613644,0,0,196685.173421247,90.5292950034323
196684.528226055,-5.19608599695607,-1.57643917780968,53194.7007719177,0,0,196683.883035096,94.1600786857975
196683.23784837,-4.2544852100981,-1.7578809475513,55507.1953262666,0,0,196682.592665877,81.0526229004154
196681.947487617,-3.44395898109394,-1.99768415506223,57819.6666406476,0,0,196681.302313589,77.6930764860595
196680.657143794,-2.66702821623335,-2.32805976739677,60132.1140479429,0,0,196680.011978232,62.9935619740877
196679.366816903,-2.03709259649247,-2.74036569335949,62444.5368165238,0,0,196678.721659805,55.5005005427574
196678.076506941,-1.4820875910649,-3.27407924225188,64756.9340472332,0,0,196677.431358309,31.2153678505751
196676.786213909,-1.16993391255915,-3.91875424751969,67069.3044523892,0,0,196676.141073742,4.99612490619938
196675.495937808,-1.11997266349715,-4.66489072165867,69381.6459852902,0,0,196674.850806105,-39.6988141022007
196674.205678635,-1.51696080451916,-5.5708361257465,71693.9557720104,0,0,196673.560555397,-50.0141987707025
196672.915436391,-2.01710279222618,-6.53724206710836,74006.2315833865,0,0,196672.270321618,-62.8083559184915
196671.625211076,-2.6451863514111,-7.7039486767268,76318.4724833974,0,0,196670.980104767,-73.7640915406814
196670.33500269,-3.38282726681791,-8.95663101389399,78630.6775101034,0,0,196669.689904844,-85.6664564158677
196669.044811231,-4.23949183097659,-10.3364527584599,80942.8457377494,0,0,196668.39972185,-74.3951609516557
196667.7546367,-4.98344344049315,-11.8464259971278,83254.9771415236,0,0,196667.109555782,-67.2022971550632
196666.464479096,-5.65546641204378,-13.3501001871967,85567.0724705731,0,0,196665.819406642,-60.610335041315
196665.17433842,-6.26156976245693,-15.0592249329706,87879.1322843581,0,0,196664.529274429,-24.7834600132023
196663.884214669,-6.50940436258895,-16.7188125424201,90191.1583028656,0,0,196663.239159142,-0.00671074776619207
196662.594107846,-6.50947147006661,-18.5326964783375,92503.1529830424,0,0,196661.949060781,35.7041019493408
196661.304017948,-6.15243045057321,-20.3674605255908,94815.1187770352,0,0,196660.658979346,66.1858595525928
196660.013944976,-5.49057185504728,-22.2649178806613,97127.0583681111,0,0,196659.368914837,71.6845620353979
196658.723888929,-4.7737262346933,-24.2875865755082,99438.973214986,0,0,196658.078867252,119.677574694617
196657.433849807,-3.57695048774713,-26.1857175302836,101750.865486011,0,0,196656.788836593,306.379459510197
196656.14382761,-0.513155892645159,-28.1071394641317,104062.744693117,0,0,196655.498822858,290.58750158872
196654.853822337,2.39271912324205,-29.731205374715,106374.617762867,0,0,196654.208826047,276.743784538724
196653.563833988,5.16015696862928,-31.1228837740261,108686.483494201,0,0,196652.91884616,426.536420382433
196652.273862563,9.42552117245361,-32.1362782723896,110998.347396533,0,0,196651.628883197,76.6953076193772
196650.983908061,10.1924742486474,-32.8263362658535,113310.201362721,0,0,196650.338937156,-86.0779964082667
196649.693970482,9.33169428456472,-33.248909250755,115622.02461934,0,0,196649.049008039,-61.4894021931718
196648.404049826,8.716800262633,-33.4589994941309,117933.811567191,0,0,196647.759095844,-251.781077759415
196647.114146092,6.19898948503885,-33.5439715585452,120245.555492153,0,0,196646.469200571,-108.771857125851
196645.82425928,5.11127091378034,-33.5623376108045,122557.254479131,0,0,196645.17932222,-273.378348655649
196644.53438939,2.37748742722385,-33.4846052421888,124868.90765393,0,0,196643.88946079,-128.370313269397
196643.244536421,1.09378429452988,-33.2731093830829,127180.514223386,0,0,196642.599616281,-34.8675889087417
196641.954700373,0.745108405442465,-32.9984582630301,129492.083853312,0,0,196641.309788694,-191.143438457584
196640.664881245,-1.16632597913338,-32.6720737726609,131803.614000857,0,0,196640.019978027,-44.6958062563226
196639.375079038,-1.6132840416966,-32.2620532274663,134115.104268615,0,0,196638.73018428,69.0168024619425
196638.085293751,-0.923116017077177,-31.7254784822275,136426.565199077,0,0,196637.440407452,-210.6453026601
196636.795525384,-3.02956904367818,-31.1546503088968,138737.99006866,0,0,196636.150647545,-294.478557221976
196635.505773936,-5.97435461589794,-30.5803691323236,141049.364149736,0,0,196634.860904556,-20.3308917450613
196634.216039407,-6.17766353334855,-30.0680031447117,143360.695154639,0,0,196633.571178487,49.4843184909087
196632.926321796,-5.68282034843946,-29.5933454638744,145671.997020876,0,0,196632.281469335,6.64152747176558
196631.636621104,-5.61640507372181,-29.2111818845163,147983.27084186,0,0,196630.991777102,-15.2834190053682
196630.34693733,-5.76923926377549,-28.97734643854,150294.513993958,0,0,196629.702101787,81.9549483046103
196629.057270473,-4.94968978072939,-28.8899888817092,152605.729529179,0,0,196628.412443389,-6.73171752705457
196627.767620534,-5.01700695599993,-29.0317664057405,154916.917794528,0,0,196627.122801909,114.006814879122
196626.477987512,-3.87693880720872,-29.4434667567133,157228.080089102,0,0,196625.833177345,362.170934697281
196625.188371407,-0.25522946023591,-30.1571956938302,159539.231359287,0,0,196624.543569698,590.002028289382
196623.898772217,5.64479082265791,-31.2758744151244,161850.390889624,0,0,196623.253978966,712.007667866749
196622.609189944,12.7648675013254,-32.7816431055972,164161.572852783,0,0,196621.964405151,1288.99104192171
196621.319624587,25.6547779205425,-34.0063654759599,166472.805566045,0,0,196620.674848251,287.797302070919
196620.030076145,28.5327509412517,-33.5490228611865,168784.071842115,0,0,196619.385308267,-1249.03547375176
196618.740544617,16.0423962037341,-31.1195218090474,171095.268859807,0,0,196618.095785197,-1153.12370137906
196617.451030005,4.51115918994356,-27.8177575257579,173406.338247153,0,0,196616.806279042,-654.96019180531
196616.161532307,-2.03844272810954,-24.6570423652808,175717.30407375,0,0,196615.5167898,-199.766032437026
196614.872051523,-4.0361030524798,-21.9995303601691,178028.204962863,0,0,196614.227317473,-68.4162923254462
196613.582587652,-4.72026597573426,-19.4857442163421,180339.064676719,0,0,196612.937862059,11.1237428620939
196612.293140695,-4.60902854711333,-17.2589533934075,182649.89175917,0,0,196611.648423559,18.4823242036941
196611.003710651,-4.42420530507638,-15.2744119913715,184960.689731018,0,0,196610.359001971,46.999016150653
196609.714297519,-3.95421514356985,-13.3967137892745,187271.460046069,0,0,196609.069597295,52.7420089063753
196608.4249013,-3.4267950545061,-11.7459251705784,189582.204092625,0,0,196607.780209532,61.0071464428302
196607.135521993,-2.8167235900778,-10.1768437128655,191892.922438606,0,0,196606.490838681,71.0365273885145
196605.846159597,-2.10635831619265,-8.78011225291918,194203.615825534,0,0,196605.201484741,55.9376926874393
196604.556814113,-1.54698138931826,-7.45929119497759,196514.284048522,0,0,196603.912147712,40.8779559844106
196603.26748554,-1.13820182947416,-6.28220532585818,198824.925886444,0,0,196602.622827595,15.7726114379329
196601.978173877,-0.980475715094826,-5.28072734917624,201135.53971291,0,0,196601.333524387,-5.03620073122875
196600.688879125,-1.03083772240711,-4.3682319067488,203446.123668731,0,0,196600.04423809,-28.868603032231
196599.399601283,-1.31952375272942,-3.65979253718935,205756.67594635,0,0,196598.754968703,-52.7476017922595
196598.11034035,-1.84699977065202,-3.06049713330093,208067.194613928,0,0,196597.465716225,-62.5440742742057
196596.821096327,-2.47244051339408,-2.58860328679636,210377.678308199,0,0,196596.176480656,-76.9232885015867
196595.531869213,-3.24167339840994,-2.21329738810664,212688.126050709,0,0,196594.887261996,-82.065133917547
196594.242659007,-4.06232473758541,-1.93101530419376,214998.537051567,0,0,196593.598060245,-85.4762510267392
196592.95346571,-4.91708724785281,-1.71867723335005,217308.910965132,0,0,196592.308875402,-87.0285014486399
196591.664289321,-5.7873722623392,-1.55116513469112,219619.247591159,0,0,196591.019707467,-73.8035700452201
196590.375129839,-6.52540796279141,-1.43412734632506,221929.547403172,0,0,196589.730556439,-74.2764297325266
196589.085987265,-7.26817226011667,-1.34413127746048,224239.810918392,0,0,196588.441422318,-69.1425507153895
196587.796861598,-7.95959776727057,-1.28266319001118,226550.03832634,0,0,196587.152305105,-62.3394565079707
196586.507752838,-8.58299233235027,-1.23847634450262,228860.230111194,0,0,196585.863204797,-53.3523537407291
196585.218660984,-9.11651586975756,-1.20831875007185,231170.386913161,0,0,196584.574121396,-52.4838721729111
196583.929586036,-9.64135459148667,-1.18527290382608,233480.509132087,0,0,196583.285054901,-39.197514498585
196582.640527993,-10.0333297364725,-1.16907166931982,235790.597341909,0,0,196581.996005311,-32.0075391119076
196581.351486856,-10.3534051275916,-1.15818693110521,238100.652372537,0,0,196580.706972627,-34.966754214895
196580.062462624,-10.7030726697405,-1.14961010206627,240410.674395972,0,0,196579.417956847,-26.0713289966247
196578.773455297,-10.9637859597068,-1.1433406874542,242720.663653271,0,0,196578.128957972,-27.545636388129
196577.484464874,-11.2392423235881,-1.13823556559666,245030.62044561,0,0,196576.839976001,-20.5794973799698
196576.195491355,-11.4450372973878,-1.13506995866009,247340.54499603,0,0,196575.551010934,-7.2794566566813
196574.906534739,-11.5178318639546,-1.13339994882769,249650.438125833,0,0,196574.26206277,-10.9371801455723
196573.617595027,-11.6272036654103,-1.13070969108209,251960.300226092,0,0,196572.97313151,-16.1538060030239
196572.328672218,-11.7887417254406,-1.13027046648855,254270.130938077,0,0,196571.684217152,-4.76373175209801
196571.039766312,-11.8363790429615,-1.12946886707998,256579.930512389,0,0,196570.395319697,-12.4390216705251
196569.750877308,-11.9607692596668,-1.12853456070858,258889.699100063,0,0,196569.106439144,4.13903411500769
196568.462005206,-11.9193789185167,-1.1275384497697,261199.437062195,0,0,196567.817575493,-8.6060847376416
196567.173150006,-12.0054397658931,-1.12773562005385,263509.14455459,0,0,196566.528728744,4.70664282408961
196565.884311707,-11.9583733376522,-1.12733890352354,265818.821600829,0,0,196565.239898895,-3.08660257389874
196564.595490309,-11.9892393633912,-1.12854677320578,268128.468424995,0,0,196563.951085948,-7.82267706431412
196563.306685812,-12.0674661340344,-1.12982044346283,270438.08452038,0,0,196562.662289901,1.2831438633043
196562.017898215,-12.0546346954013,-1.1310809031781,272747.670064518,0,0,196561.373510754,-3.84613640551379
196560.729127519,-12.0930960594565,-1.1315849175649,275057.225219012,0,0,196560.084748508,9.74792146413392
196559.440373721,-11.9956168448151,-1.13335183486326,277366.750327178,0,0,196558.79600316,4.72439959905842
196558.151636824,-11.9483728488245,-1.13372323254377,279676.245736599,0,0,196557.507274712,8.4082799972748
196556.862916825,-11.8642900488518,-1.1332256104335,281985.711393619,0,0,196556.218563163,1.20332789923623
196555.574213725,-11.8522567698594,-1.13438582892415,284295.147156266,0,0,196554.929868512,12.2101022321317
196554.285527524,-11.7301557475381,-1.13558142106984,286604.553179043,0,0,196553.64119076,15.5880587075671
196552.99685822,-11.5742751604624,-1.13712204046404,288913.930044894,0,0,196552.352529905,17.0070332695445
196551.708205814,-11.404204827767,-1.13966101678226,291223.277948584,0,0,196551.063885948,24.5547494036487
196550.419570306,-11.1586573337305,-1.14069054377113,293532.59725368,0,0,196549.775258888,30.0087563728312
196549.130951694,-10.8585697700022,-1.14203674897612,295841.888487084,0,0,196548.486648725,16.7551398187811
196547.842349979,-10.6910183718144,-1.14357257265016,298151.151333584,0,0,196547.198055458,27.4057239765511
196546.553765161,-10.4169611320489,-1.14941202001576,300460.385688351,0,0,196545.909479088,31.2536873168028
196545.265197239,-10.1044242588808,-1.15497833816582,302769.592138856,0,0,196544.620919613,44.0866657147694
196543.976646212,-9.66355760173315,-1.16238552702692,305078.771360896,0,0,196543.332377034,38.7655400893891
196542.688112081,-9.27590220083925,-1.17420820921233,307387.923659068,0,0,196542.043851351,44.9929691002694
196541.399594844,-8.82597250983656,-1.19091345249354,309697.049070568,0,0,196540.755342562,53.3428806360689
196540.111094503,-8.29254370347587,-1.21818754850111,312006.148185984,0,0,196539.466850668,50.8543377869273
196538.822611056,-7.7840003256066,-1.25579233134384,314315.22124307,0,0,196538.178375667,68.6151104314149
196537.534144503,-7.09784922129245,-1.31680899476057,316624.268860505,0,0,196536.889917561,72.8530692480035
196536.245694843,-6.36931852881241,-1.4012689375915,318933.29192922,0,0,196535.601476349,84.5716455196225
196534.957262077,-5.52360207361619,-1.51933282674683,321242.291095537,0,0,196534.313052029,89.2458834133549
196533.668846204,-4.63114323948264,-1.68910640480243,323551.267023413,0,0,196533.024644603,83.8689625816414
196532.380447224,-3.79245361366623,-1.90965060740892,325860.219684818,0,0,196531.736254069,85.4096969725447
196531.092065136,-2.93835664394078,-2.21857646281746,328169.148924889,0,0,196530.447880427,76.8731998183171
196529.80369994,-2.16962464575761,-2.59574802518287,330478.054460888,0,0,196529.159523677,61.2097164933061
196528.515351636,-1.55752748082455,-3.09165595456844,332786.935313753,0,0,196527.871183818,36.6274616566216
196527.227020224,-1.19125286425833,-3.70560340472071,335095.78985502,0,0,196526.582860851,13.8107597084741
196525.938705702,-1.05314526717359,-4.41431808142367,337404.616166774,0,0,196525.294554775,-20.756645101801
196524.650408071,-1.2607117181916,-5.3114703030328,339713.411927048,0,0,196524.006265589,-32.7388947188297
196523.36212733,-1.5881006653799,-6.29532335498507,342022.17525246,0,0,196522.717993294,-63.4506556422821
196522.07386348,-2.22260722180272,-7.45639467527242,344330.90441575,0,0,196521.429737888,-69.1377061668845
196520.785616519,-2.91398428347156,-8.67672020334988,346639.597944502,0,0,196520.141499372,-78.7182576080909
196519.497386448,-3.70116685955247,-9.99714470426923,348948.255221558,0,0,196518.853277746,-78.0919880855208
196518.209173266,-4.48208674040768,-11.4208185704981,351256.875885286,0,0,196517.565073008,-78.8673995232898
196516.920976972,-5.27076073564058,-12.8623867221661,353565.459930412,0,0,196516.276885158,-69.9346889432263
196515.632797567,-5.97010762507284,-14.4880016066281,355874.007687819,0,0,196514.988714197,-27.9367439336511
196514.34463505,-6.24947506440935,-16.0883552942335,358182.521219362,0,0,196513.700560124,-3.32282668862263
196513.05648942,-6.28270333129558,-17.8663289786391,360491.003221411,0,0,196512.412422938,-11.4147325754971
196511.768360678,-6.39685065705055,-19.6992014648347,362799.454363201,0,0,196511.12430264,38.7718936555757
196510.480248823,-6.00913172049479,-21.587417072285,365107.876348801,0,0,196509.836199228,67.5385153810794
196509.192153855,-5.333746566684,-23.5968862965649,367416.272373754,0,0,196508.548112704,155.574191623805
196507.904075773,-3.77800465044595,-25.504367421907,369724.647165084,0,0,196507.260043065,283.266695556199
196506.616014578,-0.94533769488396,-27.5294193794055,372033.00945273,0,0,196505.971990312,158.967534609053
196505.327970268,0.64433765120657,-29.3259929546536,374341.359374131,0,0,196504.683954445,372.462975320798
196504.039942843,4.36896740441455,-30.9320297921029,376649.700538705,0,0,196503.395935463,263.604419293711
196502.751932304,7.00501159735165,-32.1553095169334,378958.037180515,0,0,196502.107933366,355.0022602426
196501.463938649,10.5550341997777,-33.0100951997556,381266.368592959,0,0,196500.819948153,148.095515189641
196500.175961879,12.0359893516741,-33.580806729565,383574.690102139,0,0,196499.531979825,267.283782921459
196498.888001993,14.7088271808886,-33.8081369173456,385882.998158813,0,0,196498.244028381,-824.331100344614
196497.60005899,6.46551617744251,-33.8505267634566,388191.253416879,0,0,196496.95609382,463.197268119404
196496.312132871,11.0974888586366,-33.7704027407047,390499.463804455,0,0,196495.668176143,-391.358037551106
196495.024223635,7.18390848312549,-33.6085517547413,392807.646840986,0,0,196494.380275348,-272.522002286303
196493.736331282,4.45868846026247,-33.4051155643481,395115.772759541,0,0,196493.092391436,-458.365574166055
196492.448455811,-0.124967281398085,-33.1513881564804,397423.838850307,0,0,196491.804524406,179.213464039401
196491.160597222,1.66716735899593,-32.8157829506291,399731.863391545,0,0,196490.516674259,-345.860522078851
